model,task_id,task_name,domain,score,passed,assertions_total,assertions_passed,input_tokens,output_tokens,num_tool_calls,num_model_calls,steps,model_time_s
base,570,hr.anniversary_recognition,hr,0.0,0,4,0,1149504,11486,62,50,50,264.99
base,571,hr.compliance_training_enforcement,hr,0.0,0,6,0,2198626,12917,86,50,50,301.57
base,572,hr.equipment_provisioning,hr,0.4,0,5,2,502261,9402,52,29,29,226.94
base,573,hr.exit_interview_scheduling,hr,0.0,0,9,0,631188,10317,42,33,33,249.91
base,574,hr.referral_bonus_processing,hr,0.0,0,6,0,1519435,13056,56,50,50,314.36
base,575,hr.org_restructure_update,hr,0.0,0,6,0,250214,9118,32,20,20,210.2
base,576,hr.pto_reconciliation,hr,0.0,0,5,0,323070,10961,42,20,20,262.6
base,577,hr.promotion_announcement,hr,0.0,0,5,0,1097401,13658,99,50,50,327.68
base,578,hr.i9_verification_tracking,hr,0.0,0,8,0,1007208,8703,57,45,45,211.99
base,579,hr.termination_checklist,hr,0.0,0,7,0,504336,4706,51,27,27,120.67
base,580,hr.diversity_metrics_report,hr,0.4,0,5,2,442783,8721,37,26,26,210.55
base,581,hr.buddy_assignment,hr,0.0,0,5,0,641750,5063,36,26,26,134.68
base,582,hr.grievance_routing,hr,0.0,0,6,0,158365,9227,30,20,20,218.13
base,583,hr.visa_expiration_monitoring,hr,0.2,0,5,1,1483551,17110,83,50,50,355.6
base,584,hr.expense_report_audit,hr,0.0,0,9,0,769903,7214,49,37,37,176.82
base,585,hr.background_check_followup,hr,0.0,0,7,0,1028872,8994,75,50,50,208.89
base,586,hr.contractor_renewal,hr,0.0,0,7,0,980111,6433,55,33,33,159.2
base,587,hr.survey_distribution,hr,0.25,0,4,1,1264082,10638,72,46,46,241.06
base,588,hr.job_posting_refresh,hr,0.16666666666666666,0,6,1,358743,6873,33,25,25,167.44
base,589,hr.mandatory_meeting_scheduling,hr,0.16666666666666666,0,6,1,429904,6651,39,29,29,161.41
base,590,hr.data_migration_validation,hr,0.0,0,6,0,226675,8414,29,23,23,192.06
base,591,hr.safety_incident_reporting,hr,0.0,0,6,0,173202,9543,29,18,18,208.02
base,592,hr.tuition_reimbursement,hr,0.0,0,9,0,1121628,10753,100,50,50,230.92
base,593,hr.recognition_nominations,hr,0.0,0,6,0,1148982,15220,70,42,42,289.6
base,594,hr.rto_compliance_check,hr,0.0,0,5,0,990979,13950,75,50,50,276.95
base,595,hr.headcount_planning,hr,0.3,0,10,3,1017976,8359,51,38,38,183.75
base,596,hr.handbook_acknowledgment,hr,0.0,0,4,0,209899,9811,33,20,20,194.9
base,597,hr.comp_adjustment_batch,hr,0.0,0,11,0,1271005,19196,65,48,48,296.75
base,598,hr.intern_cohort_onboarding,hr,0.0,0,9,0,501003,16263,50,23,23,258.27
base,599,hr.benefits_enrollment_review,hr,1.0,1,9,9,796746,17772,69,40,40,273.44
base,600,hr.quarterly_termination_queue,hr,1.0,1,1,1,408952,6300,36,31,31,122.69
opera,1,sales.update_contact_phone,sales,0.75,0,4,3,81755,3390,20,13,13,131.25
opera,2,sales.advance_opportunity_stage,sales,0.14285714285714285,0,7,1,139320,7499,33,14,14,254.37
opera,3,sales.create_contact_for_account,sales,0.0,0,4,0,30119,2321,15,8,8,83.11
opera,4,sales.add_contact_to_campaign,sales,0.6666666666666666,0,6,4,34036,3157,13,7,7,116.24
opera,5,sales.qualify_lead,sales,0.0,0,5,0,775821,10897,92,45,45,369.16
opera,6,sales.create_new_opportunity,sales,0.0,0,2,0,590309,7513,68,33,33,254.84
opera,7,sales.create_note_on_contact,sales,0.0,0,10,0,88680,3475,20,13,13,129.63
opera,8,sales.send_customer_email,sales,0.0,0,2,0,538187,5374,39,39,39,189.9
opera,9,sales.create_important_draft,sales,1.0,1,2,2,337765,8975,59,25,25,295.42
opera,10,sales.mark_vip_emails_read,sales,0.25,0,12,3,916788,20233,86,48,48,729.68
opera,11,sales.apply_project_label,sales,0.0,0,7,0,50348,4065,29,9,9,144.81
opera,12,sales.create_draft_reply,sales,0.0,0,5,0,397102,7924,43,34,34,283.68
opera,13,sales.multi_hop_lookup,sales,0.3333333333333333,0,3,1,303884,6237,43,22,22,221.08
opera,14,sales.negative_selection,sales,0.4,0,15,6,26888,3208,21,6,6,127.48
opera,15,sales.recency_selection,sales,0.0,0,4,0,119326,11415,22,13,13,401.09
opera,16,sales.priority_selection,sales,0.0,0,1,0,934589,10635,101,50,50,348.39
opera,17,sales.format_ambiguity,sales,0.5,0,2,1,157975,2817,18,18,18,107.16
opera,18,sales.implicit_rules,sales,0.125,0,8,1,34949,2314,16,9,9,92.9
opera,19,sales.cross_reference_validation,sales,0.2,0,5,1,55059,2584,13,10,10,100.39
opera,20,sales.soft_matching,sales,1.0,1,3,3,116697,3357,19,16,16,124.91
opera,21,sales.weighted_priority,sales,0.0,0,2,0,95260,2609,17,14,14,99.79
opera,22,sales.dependency_chain,sales,0.0,0,2,0,581054,7094,58,31,31,248.85
opera,23,sales.calendar_crm_meeting,sales,0.3333333333333333,0,3,1,191658,4396,39,18,18,167.53
opera,24,sales.sheets_reconciliation,sales,0.25,0,4,1,164003,6413,20,15,15,249.54
opera,25,sales.five_level_conditional,sales,1.0,1,5,5,105751,2701,17,13,13,113.25
opera,26,sales.zoom_crm_meeting,sales,0.0,0,2,0,77514,2954,19,10,10,114.55
opera,27,sales.zoom_calendar_conflict,sales,1.0,1,4,4,1412668,15241,95,50,50,515.08
opera,28,sales.email_zoom_fuzzy,sales,0.5714285714285714,0,7,4,525946,9625,58,30,30,327.55
opera,29,sales.slack_deal_notification,sales,0.42857142857142855,0,7,3,213091,3854,24,15,15,135.71
opera,30,sales.slack_channel_for_new_account,sales,0.5714285714285714,0,7,4,101706,2533,18,13,13,99.18
opera,31,sales.linkedin_prospect_research,sales,0.375,0,8,3,193118,5871,27,20,20,206.96
opera,32,sales.linkedin_connection_outreach,sales,0.36363636363636365,0,11,4,69038,3265,20,10,10,123.1
opera,33,sales.calendly_discovery_call,sales,0.6666666666666666,0,6,4,69999,2938,15,11,11,145.68
opera,34,sales.calendly_no_show_followup,sales,1.0,1,6,6,43936,2539,14,7,7,88.94
opera,35,sales.docusign_contract_send,sales,0.36363636363636365,0,11,4,377173,6186,41,23,23,225.87
opera,36,sales.docusign_deal_workspace,sales,0.3333333333333333,0,9,3,199694,3739,27,20,20,144.79
opera,37,sales.calendly_reschedule_chain,sales,0.5,0,6,3,290397,6120,32,25,25,224.4
opera,38,sales.zoom_webinar_lead_capture,sales,0.25,0,12,3,410455,8840,54,27,27,341.58
opera,39,sales.zoom_meeting_followup,sales,0.375,0,8,3,60034,2463,14,11,11,92.29
opera,40,sales.linkedin_job_change,sales,0.375,0,8,3,336716,8566,50,24,24,306.43
opera,41,sales.calendly_meeting_prep,sales,0.0,0,12,0,432637,8679,49,27,27,309.85
opera,42,sales.docusign_compliance_template,sales,0.0,0,13,0,164784,7725,40,15,15,277.69
opera,43,sales.zoom_recording_distribution,sales,0.6428571428571429,0,14,9,706494,9081,56,30,30,333.61
opera,44,sales.calendly_capacity_management,sales,0.0,0,4,0,1267578,8268,90,50,50,297.18
opera,45,sales.linkedin_event_promotion,sales,0.25,0,8,2,191372,6751,43,16,16,286.3
opera,46,sales.zoom_attendance_pipeline,sales,0.4,0,10,4,276854,8383,41,16,16,323.76
opera,47,sales.docusign_void_resend,sales,0.5454545454545454,0,11,6,287281,6312,34,24,24,233.78
opera,48,sales.linkedin_content_engagement,sales,0.0,0,6,0,525685,9408,53,22,22,392.76
opera,49,sales.calendly_sla_monitoring,sales,0.0,0,6,0,587786,5324,47,34,34,202.5
opera,50,sales.docusign_sequential_signing,sales,0.4,0,5,2,97054,1790,14,12,12,75.52
opera,51,sales.zoom_customer_health,sales,0.2,0,5,1,879768,16414,102,29,29,643.71
opera,52,sales.calendly_lead_scoring,sales,0.0,0,5,0,1390797,13495,100,35,35,542.16
opera,53,sales.linkedin_signal_monitoring,sales,0.2857142857142857,0,7,2,366243,9967,83,25,25,398.59
opera,54,sales.linkedin_sales_prospecting,sales,0.8888888888888888,0,9,8,31850,1721,9,8,8,76.68
opera,55,sales.demo_scheduling,sales,0.8333333333333334,0,6,5,63288,2435,13,10,10,107.02
opera,56,marketing.social_engagement_response,marketing,0.4,0,10,4,434701,4493,34,21,21,207.72
opera,57,sales.deal_escalation,sales,0.25,0,4,1,384365,11491,45,32,32,454.99
opera,58,sales.milestone_celebration,sales,0.6666666666666666,0,6,4,18978,1313,9,5,5,74.14
opera,59,marketing.lead_enrichment,marketing,0.6666666666666666,0,12,8,79665,5704,19,11,11,245.95
opera,60,sales.call_transcription,sales,0.2,0,5,1,602114,7243,58,31,31,305.4
opera,61,sales.partnership_contract,sales,0.0,0,6,0,51822,2801,18,8,8,130.04
opera,62,marketing.contact_data_cleanup,marketing,0.46153846153846156,0,13,6,378525,6843,29,20,20,282.51
opera,63,sales.feedback_routing,sales,0.9166666666666666,0,12,11,215759,5361,31,15,15,234.01
opera,64,marketing.ad_performance_review,marketing,0.6428571428571429,0,14,9,219212,6975,24,17,17,281.69
opera,65,marketing.ad_platform_audit,marketing,0.6363636363636364,0,11,7,36220,2977,7,7,7,117.57
opera,66,marketing.conversion_tracking,marketing,0.0,0,5,0,186095,4131,23,18,18,160.41
opera,67,marketing.campaign_launch_checklist,marketing,0.8,0,5,4,43069,4292,10,7,7,157.82
opera,68,marketing.influencer_outreach,marketing,0.6,0,15,9,98618,5480,23,13,13,199.99
opera,69,marketing.landing_page_alert,marketing,0.4444444444444444,0,9,4,54533,2421,11,9,9,95.35
opera,70,marketing.referral_processing,marketing,0.6,0,15,9,485585,9619,45,27,27,346.16
opera,71,marketing.partner_comarketing,marketing,0.3888888888888889,0,18,7,195720,7353,28,15,15,245.69
opera,72,marketing.seasonal_campaign,marketing,0.75,0,4,3,210612,3757,32,16,16,143.21
opera,73,marketing.lead_scoring,marketing,0.0,0,11,0,783898,5311,60,32,32,217.04
opera,74,marketing.event_registration_sync,marketing,0.8571428571428571,0,14,12,170997,6245,34,15,15,217.4
opera,75,marketing.content_performance,marketing,0.75,0,8,6,41543,8871,9,7,7,284.42
opera,76,marketing.budget_reallocation,marketing,0.7391304347826086,0,23,17,84718,5335,16,12,12,177.05
opera,77,marketing.content_syndication,marketing,0.3333333333333333,0,6,2,25275,1826,13,7,7,73.22
opera,78,marketing.newsletter_dedup,marketing,0.29411764705882354,0,17,5,91929,5037,22,11,11,165.79
opera,79,marketing.seo_audit,marketing,0.8333333333333334,0,12,10,422211,6134,36,21,21,208.17
opera,80,marketing.content_gap_analysis,marketing,0.8421052631578947,0,19,16,53131,4919,15,9,9,161.84
opera,81,marketing.trending_topic,marketing,0.2,0,5,1,631220,6675,53,32,32,220.88
opera,82,marketing.content_localization,marketing,0.75,0,8,6,41209,4073,16,8,8,130.81
opera,83,marketing.keyword_cannibalization,marketing,0.42857142857142855,0,7,3,61001,8834,9,8,8,294.94
opera,84,marketing.industry_news,marketing,0.5555555555555556,0,18,10,43003,9440,26,8,8,340.09
opera,85,marketing.brand_mention_analysis,marketing,0.25,0,4,1,522255,16086,65,27,27,533.62
opera,86,marketing.market_trend,marketing,0.7,0,10,7,181546,6360,23,14,14,221.45
opera,87,marketing.social_scheduling,marketing,0.391304347826087,0,23,9,10813,5107,10,4,4,189.0
opera,88,marketing.social_contest,marketing,0.875,0,8,7,60684,4145,18,8,8,155.07
opera,89,marketing.community_engagement,marketing,0.0,0,11,0,713050,7574,51,27,27,264.55
opera,90,marketing.social_roi,marketing,0.9444444444444444,0,18,17,157194,6059,18,16,16,227.72
opera,91,marketing.ugc_moderation,marketing,0.5,0,8,4,110122,2839,21,10,10,113.75
opera,92,marketing.social_benchmark,marketing,0.8666666666666667,0,45,39,740587,10668,50,31,31,379.13
opera,93,marketing.campaign_attribution,marketing,0.8666666666666667,0,15,13,608262,9777,39,22,22,333.69
opera,94,marketing.campaign_calendar,marketing,0.75,0,12,9,289297,13192,29,19,19,437.41
opera,95,marketing.landing_page_optimization,marketing,0.9,0,20,18,34929,5693,9,7,7,211.17
opera,96,marketing.campaign_handoff,marketing,0.5,0,14,7,101170,6574,18,13,13,236.32
opera,97,marketing.campaign_retrospective,marketing,0.47619047619047616,0,21,10,157482,5420,18,13,13,196.74
opera,98,marketing.creative_asset,marketing,0.0,0,7,0,37802,4768,10,8,8,176.46
opera,99,marketing.vendor_management,marketing,0.8461538461538461,0,13,11,485713,9166,30,31,31,364.95
opera,100,marketing.seo_competitor_gap,marketing,0.6666666666666666,0,18,12,1655684,11349,68,50,50,382.64
opera,101,marketing.content_repurpose,marketing,0.4,0,15,6,124143,5451,20,10,10,197.15
opera,102,marketing.editorial_calendar,marketing,0.0,0,10,0,492016,5345,42,19,19,213.9
opera,103,marketing.link_building,marketing,0.5714285714285714,0,14,8,126927,4979,21,13,13,220.74
opera,104,marketing.topic_cluster,marketing,0.8421052631578947,0,19,16,53521,5453,17,8,8,199.81
opera,105,marketing.content_scoring,marketing,0.6923076923076923,0,13,9,313662,13111,28,18,18,426.17
opera,106,marketing.featured_snippet,marketing,0.0,0,2,0,427998,6784,32,29,29,240.34
opera,107,marketing.voice_of_customer,marketing,0.0,0,26,0,191066,10615,21,15,15,382.15
opera,108,marketing.win_loss_analysis,marketing,0.9375,0,16,15,124573,6777,21,13,13,230.96
opera,109,marketing.analyst_briefing,marketing,1.0,1,27,27,244887,7914,34,22,22,267.96
opera,110,marketing.tam_analysis,marketing,0.7142857142857143,0,14,10,37523,9363,8,8,8,314.52
opera,111,sales.linkedin_profile_enrichment,sales,0.0,0,7,0,514517,5242,49,32,32,216.03
opera,112,marketing.social_audit,marketing,0.6666666666666666,0,21,14,169806,4122,22,18,18,192.58
opera,113,marketing.social_content_calendar,marketing,0.0,0,16,0,351625,5748,36,18,18,203.21
opera,114,sales.job_posting_contact,sales,0.0,0,7,0,217685,5635,38,14,14,238.96
opera,115,marketing.hashtag_performance,marketing,0.0,0,33,0,1185901,11110,60,50,50,455.22
opera,116,sales.cold_email_personalization,sales,0.4,0,5,2,78595,3069,16,12,12,135.5
opera,117,sales.multi_step_drip_campaign,sales,0.0,0,8,0,2481108,7120,66,50,50,302.93
opera,118,marketing.video_repurpose,marketing,0.0,0,13,0,1172749,6465,71,34,34,224.45
opera,119,marketing.press_release_distribution,marketing,0.0,0,11,0,992979,13575,102,50,50,439.92
opera,120,sales.event_followup_outreach,sales,0.8,0,10,8,765548,10153,60,36,36,426.3
opera,121,sales.competitive_displacement_outreach,sales,0.35294117647058826,0,17,6,892525,9603,61,35,35,399.74
opera,122,marketing.customer_milestone,marketing,0.21052631578947367,0,19,4,203255,9329,32,15,15,391.64
opera,123,marketing.competitive_response_plan,marketing,0.6666666666666666,0,9,6,628108,9185,54,24,24,315.42
opera,124,sales.meeting_action_items,sales,1.0,1,15,15,39100,2339,14,8,8,111.36
opera,125,sales.champion_change_alert,sales,0.3333333333333333,0,3,1,490137,7149,42,28,28,299.84
opera,126,marketing.lifecycle_stage,marketing,0.0,0,18,0,189113,6891,22,20,20,307.91
opera,127,marketing.product_adoption,marketing,1.0,1,8,8,47964,7347,16,11,11,254.21
opera,128,sales.form_to_crm_qualification,sales,0.0,0,10,0,230684,7528,31,20,20,312.46
opera,129,marketing.trial_extension_processing,marketing,0.0,0,17,0,1155610,12880,46,45,45,511.98
opera,130,marketing.podcast_episode_promotion,marketing,1.0,1,7,7,34876,2714,12,7,7,95.11
opera,131,sales.invalid_email_cleanup,sales,0.5,0,8,4,248237,4327,31,15,15,187.28
opera,132,marketing.guest_post_outreach,marketing,0.9375,0,16,15,77846,10097,32,10,10,344.31
opera,133,marketing.newsletter_unsubscribe_processing,marketing,0.7272727272727273,0,11,8,77006,3632,22,11,11,126.22
opera,134,sales.sheets_multi_channel_campaign_router,sales,0.6153846153846154,0,13,8,321283,5552,30,21,21,232.35
opera,135,marketing.content_expiration_alert,marketing,0.9375,0,16,15,74379,6383,18,9,9,309.9
opera,136,sales.chatgpt_lead_classification_pipeline,sales,0.46153846153846156,0,13,6,134824,7314,36,14,14,304.36
opera,137,marketing.competitor_product_launch,marketing,0.0,0,16,0,37413,5000,7,7,7,215.59
opera,138,sales.cross_platform_account_health_score,sales,0.4,0,10,4,504518,9058,71,23,23,353.22
opera,139,marketing.industry_event_tracking,marketing,0.5,0,6,3,790046,16839,50,50,50,665.9
opera,140,sales.chatgpt_lead_summary_generator,sales,0.5,0,4,2,215995,4528,41,18,18,191.38
opera,141,marketing.partner_content_approval,marketing,0.09523809523809523,0,21,2,732846,8584,62,29,29,292.42
opera,142,marketing.analyst_mention_tracking,marketing,0.0,0,12,0,187032,3448,27,21,21,139.53
opera,143,marketing.patent_monitoring,marketing,0.5,0,8,4,52087,4889,11,10,10,161.68
opera,144,sales.chatgpt_proposal_customization,sales,0.0,0,20,0,134544,5320,33,15,15,213.18
opera,145,marketing.customer_feedback_aggregation,marketing,0.2,0,35,7,68654,10384,10,9,9,440.77
opera,146,sales.chatgpt_email_sentiment_routing,sales,0.36363636363636365,0,11,4,557991,18686,110,27,27,751.19
opera,147,sales.chatgpt_contract_summary,sales,0.16666666666666666,0,6,1,75531,2573,14,9,9,115.89
opera,148,marketing.influencer_contract_tracking,marketing,0.7272727272727273,0,22,16,32378,7085,19,7,7,279.33
opera,149,marketing.social_crisis_response,marketing,0.6666666666666666,0,12,8,294990,4781,32,16,16,177.45
opera,150,sales.calendly_multi_stakeholder_scheduling,sales,1.0,1,5,5,335386,11925,30,28,28,462.73
opera,151,sales.calendly_timezone_aware_scheduling,sales,0.2,0,5,1,70740,3034,13,12,12,148.14
opera,152,marketing.social_mention_response,marketing,0.0,0,10,0,1519753,9124,83,50,50,347.47
opera,153,sales.calendly_sequential_meetings,sales,0.25,0,8,2,127339,6792,20,16,16,257.38
opera,154,sales.calendly_availability_based_routing,sales,0.0,0,5,0,472468,10655,77,31,31,409.63
opera,155,marketing.multi_touch_attribution,marketing,0.06666666666666667,0,15,1,90963,5281,13,13,13,185.25
opera,156,marketing.campaign_roi_analysis,marketing,0.72,0,25,18,161935,13105,22,20,20,438.13
opera,157,sales.docusign_renewal_automation,sales,0.4,0,5,2,136050,5617,34,15,15,225.84
opera,158,marketing.webinar_cancellation_workflow,marketing,0.96,0,25,24,1572732,19630,104,44,44,630.22
opera,159,sales.docusign_conditional_template_selection,sales,0.0,0,10,0,1045089,7901,50,44,44,317.56
opera,160,marketing.email_campaign_analytics,marketing,1.0,1,10,10,227891,3898,30,17,17,139.66
opera,161,sales.docusign_completion_processor,sales,0.13333333333333333,0,15,2,1327632,8814,59,47,47,365.88
opera,162,marketing.landing_page_conversion,marketing,0.75,0,20,15,52345,6889,10,10,10,268.66
opera,163,sales.docusign_bulk_nda_sender,sales,0.7777777777777778,0,9,7,496664,7463,46,20,20,311.04
opera,164,marketing.seo_brief_prioritization,marketing,0.42857142857142855,0,14,6,445799,12209,38,25,25,487.38
opera,165,marketing.blog_refresh_queue,marketing,0.2727272727272727,0,11,3,64718,7281,12,8,8,250.35
opera,166,sales.zoom_webinar_lead_scoring,sales,0.75,0,8,6,135903,3368,24,13,13,129.25
opera,167,marketing.customer_story_intake,marketing,0.6666666666666666,0,3,2,25455,1732,10,8,8,57.95
opera,168,marketing.event_sponsorship_screen,marketing,0.3076923076923077,0,39,12,523237,8824,42,30,30,312.75
opera,169,sales.zoom_recurring_meeting_optimizer,sales,0.0,0,4,0,749171,6845,62,41,41,271.48
opera,170,sales.zoom_regional_webinar_coordinator,sales,0.5714285714285714,0,7,4,548740,12842,61,26,26,504.05
opera,171,marketing.news_digest_dedup,marketing,0.75,0,20,15,300167,7858,45,19,19,273.76
opera,172,sales.gcal_travel_time_buffer,sales,0.6,0,5,3,19284,2050,9,5,5,94.0
opera,173,sales.gcal_deal_milestone_tracker,sales,0.8,0,5,4,175908,3521,27,17,17,155.81
opera,174,sales.full_sales_cycle_orchestrator,sales,0.125,0,8,1,192612,4856,29,15,15,217.58
opera,175,marketing.app_review_triage,marketing,0.75,0,12,9,699375,12287,63,28,28,482.73
opera,176,sales.event_to_opportunity_pipeline,sales,0.45454545454545453,0,11,5,530854,8845,54,25,25,373.81
opera,177,sales.contract_renewal_coordinator,sales,0.375,0,8,3,219491,6221,41,14,14,276.09
opera,178,marketing.utm_audit_and_fix,marketing,0.17647058823529413,0,17,3,457293,12190,31,27,27,444.42
opera,179,marketing.social_comment_response_queue,marketing,0.9047619047619048,0,21,19,182381,6817,25,12,12,239.9
opera,180,marketing.influencer_contract_reminders,marketing,0.7272727272727273,0,11,8,98260,9102,18,15,15,353.92
opera,181,marketing.email_blast_suppression,marketing,0.5,0,6,3,189157,12538,33,16,16,409.08
opera,182,marketing.newsletter_sponsor_invoicing,marketing,0.42105263157894735,0,19,8,38365,3789,12,7,7,146.44
opera,183,sales.zoom_meeting_roi_analysis,sales,0.6666666666666666,0,6,4,338091,12296,38,20,20,492.62
opera,184,sales.historical_context_pipeline_report,sales,0.0,0,5,0,247146,4384,33,21,21,190.42
opera,185,operations.asana_fire_drill,operations,0.8,0,5,4,507018,4932,35,30,30,225.64
opera,186,sales.cross_modal_renewal_processing,sales,0.8,0,5,4,803104,15404,69,39,39,551.98
opera,187,marketing.twitter_influencer_followup,marketing,0.6666666666666666,0,6,4,24101,3447,20,6,6,164.22
opera,188,operations.trello_basecamp_compliance,operations,0.3333333333333333,0,3,1,112965,5139,17,14,14,268.86
opera,189,sales.unreliable_label_account_review,sales,0.2857142857142857,0,7,2,550497,9311,52,27,27,365.18
opera,190,operations.monday_email_update,operations,0.375,0,8,3,497102,5017,42,21,21,230.1
opera,191,sales.historical_win_loss_recap,sales,0.2,0,5,1,268912,6403,27,19,19,261.14
opera,192,marketing.facebook_photo_highlight,marketing,0.5,0,4,2,741795,5842,41,34,34,241.07
opera,193,operations.jira_confluence_incident,operations,0.6666666666666666,0,3,2,575769,6290,45,27,27,264.34
opera,194,sales.vendor_review_prep,sales,0.7142857142857143,0,7,5,139217,6481,20,18,18,272.48
opera,195,marketing.instagram_approved_asset_publish,marketing,0.5,0,4,2,141518,3961,18,19,19,188.41
opera,196,operations.drive_notion_archive,operations,1.0,1,3,3,75344,2833,18,11,11,129.75
opera,197,sales.overdue_followup_flag,sales,0.4444444444444444,0,9,4,676715,19077,63,31,31,717.84
opera,198,operations.calendar_airtable_maintenance,operations,1.0,1,2,2,113798,3767,17,13,13,189.04
opera,199,marketing.linkedin_company_update,marketing,0.6,0,5,3,899756,3653,45,22,22,137.38
opera,200,operations.pipefy_vendor_onboarding,operations,0.6,0,5,3,690495,12269,67,31,31,426.9
opera,201,marketing.linkedin_speaker_outreach,marketing,1.0,1,9,9,43464,2397,15,11,11,102.19
opera,202,operations.asana_safety_walk_log,operations,0.75,0,4,3,459862,5757,35,28,28,207.47
opera,203,marketing.google_ads_pause_low_ctr,marketing,0.75,0,4,3,19046,2531,7,6,6,108.86
opera,204,operations.trello_vendor_hold_email,operations,0.7142857142857143,0,7,5,46363,3238,21,9,9,127.11
opera,205,marketing.google_ads_high_intent_list_from_hubspot,marketing,0.0,0,3,0,55553,3312,15,9,9,130.64
opera,206,operations.monday_slack_inventory,operations,0.0,0,5,0,69922,4481,12,10,10,181.17
opera,207,operations.confluence_gmail_policy_notice,operations,1.0,1,5,5,101309,3332,18,12,12,117.69
opera,208,operations.drive_slack_dock_schedule,operations,0.6,0,5,3,256374,6663,43,17,17,245.86
opera,209,operations.notion_gmail_checklist_update,operations,0.75,0,4,3,50226,2727,14,8,8,96.19
opera,210,marketing.event_followup_personalization,marketing,0.5454545454545454,0,11,6,177069,9598,33,17,17,300.49
opera,211,operations.pipefy_gmail_vendor_approval,operations,1.0,1,10,10,164136,7854,37,17,17,252.43
opera,212,marketing.partner_commission_calculation,marketing,0.7272727272727273,0,22,16,98952,10134,31,10,10,357.64
opera,213,operations.asana_basecamp_move_planning,operations,0.75,0,4,3,235896,4979,39,15,15,176.8
opera,214,operations.monday_calendar_emergency_drill,operations,0.5,0,4,2,117599,4152,25,13,13,156.67
opera,215,operations.drive_notion_lease_archive,operations,0.5,0,4,2,413998,7771,50,20,20,270.78
opera,216,operations.calendar_slack_training,operations,1.0,1,5,5,144552,3276,19,15,15,116.4
opera,217,operations.sheets_asana_approved_request,operations,0.5,0,6,3,299005,4852,25,21,21,170.69
opera,218,operations.sheets_monday_maintenance_queue,operations,0.3333333333333333,0,3,1,778403,13869,68,42,42,460.02
opera,219,operations.pipefy_slack_purchase_request,operations,0.0,0,5,0,478697,13002,47,28,28,418.79
opera,220,operations.airtable_gmail_visitor_followup,operations,1.0,1,3,3,39075,2347,12,9,9,81.09
opera,221,operations.notion_slack_playbook,operations,0.3333333333333333,0,3,1,263209,4752,29,16,16,170.16
opera,222,operations.asana_slack_sheets_audit,operations,0.2,0,5,1,1204253,14965,119,42,42,459.84
opera,223,operations.calendar_airtable_gmail_maintenance_notice,operations,0.8,0,5,4,203579,5025,28,19,19,172.56
opera,224,operations.trello_basecamp_slack_compliance_followup,operations,0.2,0,5,1,78311,3977,17,11,11,133.23
opera,225,operations.salesforce_escalated_customer,operations,0.07142857142857142,0,14,1,250267,6992,35,16,16,220.22
opera,226,operations.twilio_afterhours_incident,operations,0.0,0,7,0,289821,6218,31,21,21,217.03
opera,227,operations.calendly_equipment_inspection,operations,0.6666666666666666,0,6,4,180568,3968,28,14,14,140.05
opera,228,operations.zoom_change_advisory,operations,0.5,0,4,2,67023,3238,16,8,8,114.11
opera,229,operations.docusign_lease_renewal,operations,0.75,0,4,3,90635,4176,20,9,9,148.29
opera,230,operations.zoom_dr_drill,operations,0.14285714285714285,0,7,1,258797,8180,31,18,18,279.39
opera,231,operations.docusign_contractor_offboard,operations,0.8,0,5,4,58112,4322,16,7,7,170.61
opera,232,operations.zoom_training_setup,operations,0.75,0,4,3,96694,3481,23,10,10,119.95
opera,233,operations.zoom_board_meeting,operations,0.625,0,8,5,140464,5393,23,11,11,178.2
opera,234,operations.twilio_facilities_emergency,operations,0.5,0,10,5,133002,5407,27,11,11,188.21
opera,235,operations.zoom_deal_review,operations,0.75,0,4,3,217440,7143,25,19,19,261.13
opera,236,operations.twilio_production_incident,operations,1.0,1,6,6,102107,3380,20,10,10,113.95
opera,237,operations.docusign_prospect_nda,operations,0.8,0,5,4,148271,6131,26,16,16,199.37
opera,238,operations.zoom_project_kickoff,operations,0.8,0,5,4,99918,3126,20,10,10,102.6
opera,239,operations.docusign_annual_review,operations,0.125,0,8,1,386274,11976,45,19,19,386.86
opera,240,operations.hubspot_ticket_escalation,operations,0.8888888888888888,0,9,8,137931,6144,28,13,13,202.67
opera,241,operations.mailchimp_subscriber_sync,operations,0.25,0,12,3,110822,8610,23,10,10,288.0
opera,242,operations.chatgpt_feedback_analysis,operations,1.0,1,11,11,116484,7834,47,11,11,266.57
opera,243,operations.hubspot_lead_qualification,operations,0.7692307692307693,0,13,10,121132,8268,28,13,13,264.45
opera,244,operations.mailchimp_campaign_tracking,operations,0.5,0,4,2,315116,9028,32,17,17,283.93
opera,245,operations.google_ads_budget_alert,operations,0.75,0,8,6,131906,6350,17,12,12,228.99
opera,246,operations.canva_asset_management,operations,0.5714285714285714,0,7,4,115741,4053,25,11,11,142.16
opera,247,operations.hubspot_personalized_outreach,operations,0.75,0,8,6,89108,7272,23,10,10,232.0
opera,248,operations.linkedin_job_change,operations,1.0,1,6,6,355176,6777,39,22,22,285.09
opera,249,operations.hubspot_churn_prediction,operations,0.5,0,8,4,164045,6450,30,13,13,215.52
opera,250,operations.hubspot_payment_failure,operations,0.6666666666666666,0,6,4,812350,10936,53,31,31,354.69
opera,251,operations.mailchimp_ecommerce_sync,operations,0.0,0,6,0,1618738,12359,105,50,50,382.1
